Node_Label,Information_Bits
7,3.792481250360578
5,2.092481250360578
23,3.792481250360578
2,3.792481250360578
14,4.0
12,2.3
18,3.792481250360578
26,2.792481250360578
0,2.092481250360578
25,2.092481250360578
